"","...1","...2","file_id","date","newspaper_name","newspaper_city","newspaper_state","URL","sn","year","month","day","edition","news_address","has_article_highlights","last_modified","num_annotations","flag_irrelevant","flag_bad_layout","flag_other","last_modified_by","last_modified_by_name","newspaper_state_clean"
"23254",23254,23254,40285,1913-02-28,NA,NA,NA,"https://articleextractor.org/pages//40285/mdu_jacobsen_ver01/sn88065731/1913/02/28/ed-1/seq-4/0?user_id=6","sn88065731",1913,"02","28","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23255",23255,23255,40286,1903-06-27,"The Baltimore County union","Towsontown","Md","https://articleextractor.org/pages//40286/mdu_indianhead_ver01/sn83016368/1903/06/27/ed-1/seq-2/0?user_id=6","sn83016368",1903,"06","27","ed-1","Towsontown,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23256",23256,23256,40287,1916-11-07,NA,NA,NA,"https://articleextractor.org/pages//40287/mdu_jacobsen_ver01/sn88065731/1916/11/07/ed-1/seq-4/0?user_id=6","sn88065731",1916,"11","07","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23257",23257,23257,40288,1911-05-24,NA,NA,NA,"https://articleextractor.org/pages//40288/mdu_jacobsen_ver01/sn88065731/1911/05/24/ed-1/seq-2/0?user_id=6","sn88065731",1911,"05","24","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23258",23258,23258,40289,1917-07-20,NA,NA,NA,"https://articleextractor.org/pages//40289/mdu_jacobsen_ver01/sn88065731/1917/07/20/ed-1/seq-4/0?user_id=6","sn88065731",1917,"07","20","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23259",23259,23259,40290,1913-06-23,NA,NA,NA,"https://articleextractor.org/pages//40290/mdu_jacobsen_ver01/sn88065731/1913/06/23/ed-1/seq-4/0?user_id=6","sn88065731",1913,"06","23","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23260",23260,23260,40291,1913-10-27,NA,NA,NA,"https://articleextractor.org/pages//40291/mdu_jacobsen_ver01/sn88065731/1913/10/27/ed-1/seq-4/0?user_id=6","sn88065731",1913,"10","27","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23261",23261,23261,40292,1912-11-30,NA,NA,NA,"https://articleextractor.org/pages//40292/mdu_jacobsen_ver01/sn88065731/1912/11/30/ed-1/seq-4/0?user_id=6","sn88065731",1912,"11","30","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23262",23262,23262,40293,1916-01-13,NA,NA,NA,"https://articleextractor.org/pages//40293/mdu_jacobsen_ver01/sn88065731/1916/01/13/ed-1/seq-4/0?user_id=6","sn88065731",1916,"01","13","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23263",23263,23263,40294,1918-05-24,NA,NA,NA,"https://articleextractor.org/pages//40294/mdu_jacobsen_ver01/sn88065731/1918/05/24/ed-1/seq-1/0?user_id=6","sn88065731",1918,"05","24","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23264",23264,23264,40295,1917-12-13,NA,NA,NA,"https://articleextractor.org/pages//40295/mdu_jacobsen_ver01/sn88065731/1917/12/13/ed-1/seq-4/0?user_id=6","sn88065731",1917,"12","13","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23265",23265,23265,40296,1913-09-27,NA,NA,NA,"https://articleextractor.org/pages//40296/mdu_jacobsen_ver01/sn88065731/1913/09/27/ed-1/seq-1/0?user_id=6","sn88065731",1913,"09","27","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23266",23266,23266,40299,1917-07-26,NA,NA,NA,"https://articleextractor.org/pages//40299/mdu_jacobsen_ver01/sn88065731/1917/07/26/ed-1/seq-4/0?user_id=6","sn88065731",1917,"07","26","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23267",23267,23267,40300,1918-03-02,NA,NA,NA,"https://articleextractor.org/pages//40300/mdu_jacobsen_ver01/sn88065731/1918/03/02/ed-1/seq-4/0?user_id=6","sn88065731",1918,"03","02","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23268",23268,23268,40301,1918-12-17,NA,NA,NA,"https://articleextractor.org/pages//40301/mdu_jacobsen_ver01/sn88065731/1918/12/17/ed-1/seq-4/0?user_id=6","sn88065731",1918,"12","17","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23269",23269,23269,40302,1916-08-28,NA,NA,NA,"https://articleextractor.org/pages//40302/mdu_jacobsen_ver01/sn88065731/1916/08/28/ed-1/seq-1/0?user_id=6","sn88065731",1916,"08","28","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23270",23270,23270,40303,1919-02-21,NA,NA,NA,"https://articleextractor.org/pages//40303/mdu_jacobsen_ver01/sn88065731/1919/02/21/ed-1/seq-4/0?user_id=6","sn88065731",1919,"02","21","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23271",23271,23271,40305,1918-09-06,NA,NA,NA,"https://articleextractor.org/pages//40305/mdu_jacobsen_ver01/sn88065731/1918/09/06/ed-1/seq-4/0?user_id=6","sn88065731",1918,"09","06","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23272",23272,23272,40306,1918-03-27,NA,NA,NA,"https://articleextractor.org/pages//40306/mdu_jacobsen_ver01/sn88065731/1918/03/27/ed-1/seq-3/0?user_id=6","sn88065731",1918,"03","27","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23273",23273,23273,40315,1910-09-14,"Der Deutsche correspondent","Baltimore","Md 1841-1918","https://articleextractor.org/pages//40315/mdu_jalapeno_ver02/sn83045081/1910/09/14/ed-1/seq-1/0?user_id=6","sn83045081",1910,"09","14","ed-1","Baltimore,  Md 1841-1918",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23274",23274,23274,40316,1910-06-16,"Der Deutsche correspondent","Baltimore","Md 1841-1918","https://articleextractor.org/pages//40316/mdu_jalapeno_ver02/sn83045081/1910/06/16/ed-1/seq-3/0?user_id=6","sn83045081",1910,"06","16","ed-1","Baltimore,  Md 1841-1918",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23275",23275,23275,40317,1911-01-28,"Der Deutsche correspondent","Baltimore","Md 1841-1918","https://articleextractor.org/pages//40317/mdu_jalapeno_ver02/sn83045081/1911/01/28/ed-1/seq-3/0?user_id=6","sn83045081",1911,"01","28","ed-1","Baltimore,  Md 1841-1918",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23276",23276,23276,40318,1911-02-26,"Der Deutsche correspondent","Baltimore","Md 1841-1918","https://articleextractor.org/pages//40318/mdu_jalapeno_ver02/sn83045081/1911/02/26/ed-1/seq-2/0?user_id=6","sn83045081",1911,"02","26","ed-1","Baltimore,  Md 1841-1918",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23277",23277,23277,40319,1922-08-17,"Evening capital","Annapolis","Md","https://articleextractor.org/pages//40319/mdu_jessup_ver01/sn83009667/1922/08/17/ed-1/seq-3/0?user_id=6","sn83009667",1922,"08","17","ed-1","Annapolis,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23278",23278,23278,40320,1912-09-15,"Der Deutsche correspondent","Baltimore","Md 1841-1918","https://articleextractor.org/pages//40320/mdu_jalapeno_ver02/sn83045081/1912/09/15/ed-1/seq-3/0?user_id=6","sn83045081",1912,"09","15","ed-1","Baltimore,  Md 1841-1918",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23279",23279,23279,40321,1921-01-24,NA,NA,NA,"https://articleextractor.org/pages//40321/mdu_jessup_ver01/sn88065726/1921/01/24/ed-1/seq-1/0?user_id=6","sn88065726",1921,"01","24","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23280",23280,23280,40322,1922-10-31,"Evening capital","Annapolis","Md","https://articleextractor.org/pages//40322/mdu_jessup_ver01/sn83009667/1922/10/31/ed-1/seq-4/0?user_id=6","sn83009667",1922,"10","31","ed-1","Annapolis,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23281",23281,23281,40327,1920-04-02,NA,NA,NA,"https://articleextractor.org/pages//40327/mdu_jessup_ver01/sn88065726/1920/04/02/ed-1/seq-1/0?user_id=6","sn88065726",1920,"04","02","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23282",23282,23282,40328,1921-12-05,NA,NA,NA,"https://articleextractor.org/pages//40328/mdu_jessup_ver01/sn88065726/1921/12/05/ed-1/seq-3/0?user_id=6","sn88065726",1921,"12","05","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23283",23283,23283,40329,1921-09-14,NA,NA,NA,"https://articleextractor.org/pages//40329/mdu_jessup_ver01/sn88065726/1921/09/14/ed-1/seq-1/0?user_id=6","sn88065726",1921,"09","14","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23284",23284,23284,40330,1919-04-10,NA,NA,NA,"https://articleextractor.org/pages//40330/mdu_jacobsen_ver01/sn88065731/1919/04/10/ed-1/seq-1/0?user_id=6","sn88065731",1919,"04","10","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23285",23285,23285,40331,1919-08-29,NA,NA,NA,"https://articleextractor.org/pages//40331/mdu_jacobsen_ver01/sn88065731/1919/08/29/ed-1/seq-1/0?user_id=6","sn88065731",1919,"08","29","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23286",23286,23286,40332,1921-09-22,NA,NA,NA,"https://articleextractor.org/pages//40332/mdu_jessup_ver01/sn88065726/1921/09/22/ed-1/seq-1/0?user_id=6","sn88065726",1921,"09","22","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23287",23287,23287,40333,1918-03-04,NA,NA,NA,"https://articleextractor.org/pages//40333/mdu_jacobsen_ver01/sn88065731/1918/03/04/ed-1/seq-1/0?user_id=6","sn88065731",1918,"03","04","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23288",23288,23288,40334,1914-04-09,NA,NA,NA,"https://articleextractor.org/pages//40334/mdu_jessup_ver01/sn90057193/1914/04/09/ed-1/seq-3/0?user_id=6","sn90057193",1914,"04","09","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23289",23289,23289,40335,1919-06-27,NA,NA,NA,"https://articleextractor.org/pages//40335/mdu_jacobsen_ver01/sn88065731/1919/06/27/ed-1/seq-2/0?user_id=6","sn88065731",1919,"06","27","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23290",23290,23290,40336,1914-07-02,NA,NA,NA,"https://articleextractor.org/pages//40336/mdu_jessup_ver01/sn90057193/1914/07/02/ed-1/seq-6/0?user_id=6","sn90057193",1914,"07","02","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23291",23291,23291,40339,1866-01-24,"Baltimore daily commercial","Baltimore","Md","https://articleextractor.org/pages//40339/mdu_kale_ver01/sn83009569/1866/01/24/ed-1/seq-1/0?user_id=6","sn83009569",1866,"01","24","ed-1","Baltimore,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23292",23292,23292,40340,1866-04-14,"Baltimore daily commercial","Baltimore","Md","https://articleextractor.org/pages//40340/mdu_kale_ver01/sn83009569/1866/04/14/ed-1/seq-1/0?user_id=6","sn83009569",1866,"04","14","ed-1","Baltimore,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23293",23293,23293,40344,1865-12-22,"Baltimore daily commercial","Baltimore","Md","https://articleextractor.org/pages//40344/mdu_kale_ver01/sn83009569/1865/12/22/ed-1/seq-4/0?user_id=6","sn83009569",1865,"12","22","ed-1","Baltimore,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23294",23294,23294,40345,1901-06-08,NA,NA,NA,"https://articleextractor.org/pages//40345/mdu_jessup_ver01/sn90057198/1901/06/08/ed-1/seq-2/0?user_id=6","sn90057198",1901,"06","08","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23295",23295,23295,40347,1866-02-05,"Baltimore daily commercial","Baltimore","Md","https://articleextractor.org/pages//40347/mdu_kale_ver01/sn83009569/1866/02/05/ed-1/seq-1/0?user_id=6","sn83009569",1866,"02","05","ed-1","Baltimore,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23296",23296,23296,40349,1866-06-21,"Baltimore daily commercial","Baltimore","Md","https://articleextractor.org/pages//40349/mdu_kale_ver01/sn83009569/1866/06/21/ed-1/seq-1/0?user_id=6","sn83009569",1866,"06","21","ed-1","Baltimore,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23297",23297,23297,40351,1865-12-05,"Baltimore daily commercial","Baltimore","Md","https://articleextractor.org/pages//40351/mdu_kale_ver01/sn83009569/1865/12/05/ed-1/seq-4/0?user_id=6","sn83009569",1865,"12","05","ed-1","Baltimore,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23298",23298,23298,40365,1895-06-03,NA,NA,NA,"https://articleextractor.org/pages//40365/mdu_kensington_ver02/sn88065721/1895/06/03/ed-1/seq-2/0?user_id=6","sn88065721",1895,"06","03","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23299",23299,23299,40366,1892-06-08,NA,NA,NA,"https://articleextractor.org/pages//40366/mdu_kensington_ver02/sn88065721/1892/06/08/ed-1/seq-4/0?user_id=6","sn88065721",1892,"06","08","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23300",23300,23300,40367,1918-12-05,NA,NA,NA,"https://articleextractor.org/pages//40367/mdu_kalmia_ver01/sn92068220/1918/12/05/ed-1/seq-5/0?user_id=6","sn92068220",1918,"12","05","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23301",23301,23301,40368,1893-03-23,NA,NA,NA,"https://articleextractor.org/pages//40368/mdu_kensington_ver02/sn88065721/1893/03/23/ed-1/seq-2/0?user_id=6","sn88065721",1893,"03","23","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23302",23302,23302,40370,1911-12-26,NA,NA,NA,"https://articleextractor.org/pages//40370/mdu_kensington_ver02/sn88065726/1911/12/26/ed-1/seq-2/0?user_id=6","sn88065726",1911,"12","26","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23303",23303,23303,40371,1866-02-15,"Baltimore daily commercial","Baltimore","Md","https://articleextractor.org/pages//40371/mdu_kale_ver01/sn83009569/1866/02/15/ed-1/seq-1/0?user_id=6","sn83009569",1866,"02","15","ed-1","Baltimore,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23304",23304,23304,40372,1913-09-06,NA,NA,NA,"https://articleextractor.org/pages//40372/mdu_kensington_ver02/sn88065726/1913/09/06/ed-1/seq-3/0?user_id=6","sn88065726",1913,"09","06","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23305",23305,23305,40373,1914-01-05,NA,NA,NA,"https://articleextractor.org/pages//40373/mdu_kensington_ver02/sn88065726/1914/01/05/ed-1/seq-4/0?user_id=6","sn88065726",1914,"01","05","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23306",23306,23306,40374,1911-12-26,NA,NA,NA,"https://articleextractor.org/pages//40374/mdu_kensington_ver02/sn88065726/1911/12/26/ed-1/seq-1/0?user_id=6","sn88065726",1911,"12","26","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23307",23307,23307,40375,1915-09-21,NA,NA,NA,"https://articleextractor.org/pages//40375/mdu_kensington_ver02/sn88065726/1915/09/21/ed-1/seq-2/0?user_id=6","sn88065726",1915,"09","21","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23308",23308,23308,40377,1905-12-22,NA,NA,NA,"https://articleextractor.org/pages//40377/mdu_kensington_ver02/sn88065721/1905/12/22/ed-1/seq-1/0?user_id=6","sn88065721",1905,"12","22","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23309",23309,23309,40378,1913-08-13,"Der Deutsche correspondent","Baltimore","Md 1841-1918","https://articleextractor.org/pages//40378/mdu_kale_ver01/sn83045081/1913/08/13/ed-1/seq-1/0?user_id=6","sn83045081",1913,"08","13","ed-1","Baltimore,  Md 1841-1918",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23310",23310,23310,40379,1915-12-11,NA,NA,NA,"https://articleextractor.org/pages//40379/mdu_kensington_ver02/sn88065726/1915/12/11/ed-1/seq-3/0?user_id=6","sn88065726",1915,"12","11","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23311",23311,23311,40380,1918-04-16,NA,NA,NA,"https://articleextractor.org/pages//40380/mdu_kensington_ver02/sn88065726/1918/04/16/ed-1/seq-2/0?user_id=6","sn88065726",1918,"04","16","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23312",23312,23312,40381,1915-08-20,NA,NA,NA,"https://articleextractor.org/pages//40381/mdu_kensington_ver02/sn88065726/1915/08/20/ed-1/seq-4/0?user_id=6","sn88065726",1915,"08","20","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23313",23313,23313,40382,1868-09-04,"The Union and journal","Biddeford","Me","https://articleextractor.org/pages//40382/me_allagash_ver02/sn83009571/1868/09/04/ed-1/seq-2/0?user_id=6","sn83009571",1868,"09","04","ed-1","Biddeford,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23314",23314,23314,40383,1868-05-01,"The Union and journal","Biddeford","Me","https://articleextractor.org/pages//40383/me_allagash_ver02/sn83009571/1868/05/01/ed-1/seq-2/0?user_id=6","sn83009571",1868,"05","01","ed-1","Biddeford,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23315",23315,23315,40385,1886-01-26,"Oxford Democrat","Paris","Me","https://articleextractor.org/pages//40385/me_allagash_ver02/sn83009653/1886/01/26/ed-1/seq-4/0?user_id=6","sn83009653",1886,"01","26","ed-1","Paris,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23316",23316,23316,40386,1915-08-28,NA,NA,NA,"https://articleextractor.org/pages//40386/mdu_kensington_ver02/sn88065726/1915/08/28/ed-1/seq-1/0?user_id=6","sn88065726",1915,"08","28","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23317",23317,23317,40387,1901-05-31,NA,NA,NA,"https://articleextractor.org/pages//40387/mdu_kensington_ver02/sn88065721/1901/05/31/ed-1/seq-2/0?user_id=6","sn88065721",1901,"05","31","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23318",23318,23318,40388,1892-12-27,"Oxford Democrat","Paris","Me","https://articleextractor.org/pages//40388/me_allagash_ver02/sn83009653/1892/12/27/ed-1/seq-1/0?user_id=6","sn83009653",1892,"12","27","ed-1","Paris,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23319",23319,23319,40389,1895-05-29,NA,NA,NA,"https://articleextractor.org/pages//40389/mdu_kensington_ver02/sn88065721/1895/05/29/ed-1/seq-2/0?user_id=6","sn88065721",1895,"05","29","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23320",23320,23320,40390,1892-12-15,NA,NA,NA,"https://articleextractor.org/pages//40390/mdu_kensington_ver02/sn88065721/1892/12/15/ed-1/seq-4/0?user_id=6","sn88065721",1892,"12","15","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23321",23321,23321,40398,1868-07-31,"The Union and journal","Biddeford","Me","https://articleextractor.org/pages//40398/me_allagash_ver02/sn83009571/1868/07/31/ed-1/seq-2/0?user_id=6","sn83009571",1868,"07","31","ed-1","Biddeford,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23322",23322,23322,40402,1902-01-28,"Daily Kennebec journal","Augusta","Me","https://articleextractor.org/pages//40402/me_ashdale_ver01/sn82014248/1902/01/28/ed-1/seq-3/0?user_id=6","sn82014248",1902,"01","28","ed-1","Augusta,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23323",23323,23323,40403,1893-03-02,"Ellsworth American","Ellsworth","Me","https://articleextractor.org/pages//40403/me_aroostook_ver01/sn84022374/1893/03/02/ed-1/seq-2/0?user_id=6","sn84022374",1893,"03","02","ed-1","Ellsworth,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23324",23324,23324,40404,1902-02-13,"Daily Kennebec journal","Augusta","Me","https://articleextractor.org/pages//40404/me_ashdale_ver01/sn82014248/1902/02/13/ed-1/seq-4/0?user_id=6","sn82014248",1902,"02","13","ed-1","Augusta,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23325",23325,23325,40405,1894-01-04,"Ellsworth American","Ellsworth","Me","https://articleextractor.org/pages//40405/me_aroostook_ver01/sn84022374/1894/01/04/ed-1/seq-1/0?user_id=6","sn84022374",1894,"01","04","ed-1","Ellsworth,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23326",23326,23326,40406,1889-08-22,"Ellsworth American","Ellsworth","Me","https://articleextractor.org/pages//40406/me_aroostook_ver01/sn84022374/1889/08/22/ed-1/seq-2/0?user_id=6","sn84022374",1889,"08","22","ed-1","Ellsworth,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23327",23327,23327,40407,1896-01-09,"Ellsworth American","Ellsworth","Me","https://articleextractor.org/pages//40407/me_aroostook_ver01/sn84022374/1896/01/09/ed-1/seq-6/0?user_id=6","sn84022374",1896,"01","09","ed-1","Ellsworth,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23328",23328,23328,40408,1870-06-16,"Ellsworth American","Ellsworth","Me","https://articleextractor.org/pages//40408/me_aroostook_ver01/sn84022374/1870/06/16/ed-1/seq-2/0?user_id=6","sn84022374",1870,"06","16","ed-1","Ellsworth,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23329",23329,23329,40409,1873-05-08,"Ellsworth American","Ellsworth","Me","https://articleextractor.org/pages//40409/me_aroostook_ver01/sn84022374/1873/05/08/ed-1/seq-2/0?user_id=6","sn84022374",1873,"05","08","ed-1","Ellsworth,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23330",23330,23330,40410,1902-06-11,"Daily Kennebec journal","Augusta","Me","https://articleextractor.org/pages//40410/me_ashdale_ver01/sn82014248/1902/06/11/ed-1/seq-6/0?user_id=6","sn82014248",1902,"06","11","ed-1","Augusta,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23331",23331,23331,40411,1889-01-03,"Ellsworth American","Ellsworth","Me","https://articleextractor.org/pages//40411/me_aroostook_ver01/sn84022374/1889/01/03/ed-1/seq-2/0?user_id=6","sn84022374",1889,"01","03","ed-1","Ellsworth,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23332",23332,23332,40413,1902-11-22,"Daily Kennebec journal","Augusta","Me","https://articleextractor.org/pages//40413/me_ashdale_ver01/sn82014248/1902/11/22/ed-1/seq-7/0?user_id=6","sn82014248",1902,"11","22","ed-1","Augusta,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23333",23333,23333,40414,1902-10-25,"Daily Kennebec journal","Augusta","Me","https://articleextractor.org/pages//40414/me_ashdale_ver01/sn82014248/1902/10/25/ed-1/seq-2/0?user_id=6","sn82014248",1902,"10","25","ed-1","Augusta,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23334",23334,23334,40416,1904-03-08,"Daily Kennebec journal","Augusta","Me","https://articleextractor.org/pages//40416/me_ashdale_ver01/sn82014248/1904/03/08/ed-1/seq-2/0?user_id=6","sn82014248",1904,"03","08","ed-1","Augusta,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23335",23335,23335,40417,1874-09-10,"Ellsworth American","Ellsworth","Me","https://articleextractor.org/pages//40417/me_aroostook_ver01/sn84022374/1874/09/10/ed-1/seq-2/0?user_id=6","sn84022374",1874,"09","10","ed-1","Ellsworth,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23336",23336,23336,40418,1902-09-26,"Daily Kennebec journal","Augusta","Me","https://articleextractor.org/pages//40418/me_ashdale_ver01/sn82014248/1902/09/26/ed-1/seq-4/0?user_id=6","sn82014248",1902,"09","26","ed-1","Augusta,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23337",23337,23337,40419,1902-01-29,"Daily Kennebec journal","Augusta","Me","https://articleextractor.org/pages//40419/me_ashdale_ver01/sn82014248/1902/01/29/ed-1/seq-1/0?user_id=6","sn82014248",1902,"01","29","ed-1","Augusta,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
"23338",23338,23338,40420,1904-01-15,"Daily Kennebec journal","Augusta","Me","https://articleextractor.org/pages//40420/me_ashdale_ver01/sn82014248/1904/01/15/ed-1/seq-1/0?user_id=6","sn82014248",1904,"01","15","ed-1","Augusta,  Me",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"ME"
